employee_id,name,age,role,department,salary,skills,interest,certification,PSA courses attended,job history,years of experience
530,Amabel,32,Data Analyst for Port Operations [IT],[IT],6516.52,"Leadership, Technical expertise, Problem-solving","Safety improvement, Technology advancements",Bachelor of Science (Hons) [Degree],Leadership Skills,Marine Operations Officer,17
531,Pippy,37,Recruitment Specialist [HR],[HR],4412.96,"Software development, Project management, Maritime regulations","Safety improvement, Sustainability",Bachelor of Business Administration (Hons) [Degree],Leadership Skills,Business Analyst,20
532,Donall,42,Data Analyst for Port Operations [IT],[IT],5344.4,"Software development, Maritime regulations, Problem-solving","Sustainability, Process optimization",Chemistry and Biological Chemistry [Degree],Adaptability,Customs Broker,1
533,Dyane,32,Human Resource Development Specialist [HR],[HR],9491.24,"Technical expertise, Project management, Software development","Technology advancements, Marine technology",Data Science and Artificial Intelligence [Degree],Financial Literacy,Shipping Clerk,14
534,Marnie,23,Maritime Safety Officer [Operations],[Operations],6323.5,"Leadership, Maritime regulations, Project management","Software development, Engineering innovation",Medicine [Degree],Time Management,Warehouse Supervisor,12
535,John,43,Human Resource Development Specialist [HR],[HR],6231.68,"Communication, Maritime regulations, Safety protocols","Engineering innovation, Software development",Linguistics and Multilingual Studies [Degree],Time Management,Project Manager,4
536,Maxy,65,Compliance Officer [Admin],[Admin],8269.89,"Software development, Technical expertise, Leadership","Software development, Sustainability",Perfumery & Cosmetic Science [Diploma],Business Presentations,Freight Forwarder,11
537,Brooke,51,Shipping and Receiving Clerk [Operations],[Operations],11645.13,"Leadership, Maritime regulations, Technical expertise","Sustainability, Supply chain efficiency",Architecture [Diploma],Adaptability,Equipment Operator,2
538,Chrysler,46,Budget Officer [Finance],[Finance],6366.6,"Maritime regulations, Communication, Technical expertise","Software development, Sustainability",Bachelor in Science (Physiotherapy) [Degree],Management Skills,Operations Manager,6
539,Gilli,54,Human Resource Development Specialist [HR],[HR],11700.2,"Software development, Safety protocols, Project management","Engineering innovation, Marine technology",Bachelor of Fine Arts in Digital Art and Animation [Degree],Business Presentations,Warehouse Supervisor,4
540,Dunn,26,Marine Operations Officer [Operations],[Operations],4221.88,"Leadership, Software development, Communication","Supply chain efficiency, Process optimization",Physics and Applied Physics [Degree],Time Management,Project Manager,12
541,Norry,44,Human Resource Development Specialist [HR],[HR],7094.62,"Communication, Project management, Technical expertise","Supply chain efficiency, Process optimization",Aerospace Electronics [Diploma],Management Skills,Supply Chain Analyst,18
542,Korey,59,Budget Officer [Finance],[Finance],6846.92,"Project management, Leadership, Communication","Supply chain efficiency, Marine technology",Information Systems (Cum Laude and above) [Degree],Negotiation Skills,Operations Manager,18
543,Ozzie,51,Fleet Management Officer [Operations],[Operations],10215.15,"Technical expertise, Maritime regulations, Software development","Software development, Marine technology",Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering) [Degree],Business Presentations,Safety Officer,16
544,Karyl,44,IT Infrastructure Specialist [IT],[IT],11204.1,"Maritime regulations, Leadership, Technical expertise","Software development, Marine technology",Applied Chemistry [Diploma],Time Management,Freight Forwarder,10
545,Shel,42,Shipping and Receiving Clerk [Operations],[Operations],2212.73,"Technical expertise, Project management, Communication","Software development, Sustainability",Sports Science and Management [Degree],Emotional Intelligence,Customs Broker,13
546,Ernestus,50,Human Resource Development Specialist [HR],[HR],5067.56,"Safety protocols, Software development, Maritime regulations","Supply chain efficiency, Engineering innovation",Business Management [Degree],Time Management,Shipping Clerk,9
547,Celka,52,Port Planner [Operations],[Operations],6614.38,"Safety protocols, Problem-solving, Project management","Technology advancements, Safety improvement",Bachelor of Engineering (Computer Science and Design) [Degree],Critical Thinking,Inventory Manager,10
548,Kissee,60,IT Infrastructure Specialist [IT],[IT],5576.41,"Software development, Problem-solving, Technical expertise","Software development, Sustainability",Bachelor of Science (Hons) [Degree],Critical Thinking,Business Analyst,2
549,Josefa,50,Fleet Management Officer [Operations],[Operations],7513.26,"Communication, Project management, Safety protocols","Marine technology, Sustainability",Bachelor of Social Work [Degree],Emotional Intelligence,Marine Operations Officer,20
550,Marlene,27,Data Analyst for Port Operations [IT],[IT],10775.72,"Software development, Project management, Technical expertise","Safety improvement, Supply chain efficiency",Biomedical Sciences and Chinese Medicine [Degree],Time Management,Shipping Clerk,3
551,Linn,35,Marine Operations Officer [Operations],[Operations],6237.45,"Project management, Maritime regulations, Technical expertise","Supply chain efficiency, Technology advancements",Design and Media [Degree],Negotiation Skills,Safety Officer,9
552,Massimiliano,34,Harbour Master [Operations],[Operations],9831.61,"Maritime regulations, Problem-solving, Leadership","Safety improvement, Process optimization",Common ICT Programme [Diploma],Leadership Skills,Environmental Compliance Officer,3
553,Elisabeth,37,Data Analyst for Port Operations [IT],[IT],2694.13,"Maritime regulations, Safety protocols, Communication","Safety improvement, Engineering innovation",Bachelor of Science (Hons) [Degree],Business Presentations,Customs Broker,20
554,Carleen,40,Vessel Traffic Services Operator [Operations],[Operations],3553.07,"Problem-solving, Safety protocols, Technical expertise","Technology advancements, Process optimization",Information Systems [Degree],Emotional Intelligence,Equipment Operator,3
555,Augustine,59,Marine Operations Officer [Operations],[Operations],8338.87,"Communication, Leadership, Problem-solving","Technology advancements, Marine technology",Chinese [Degree],Critical Thinking,Supply Chain Analyst,15
556,Rossy,51,Fleet Management Officer [Operations],[Operations],11640.87,"Software development, Leadership, Safety protocols","Technology advancements, Process optimization",Business [Degree],Management Skills,Warehouse Supervisor,19
557,Betteann,55,Port Planner [Operations],[Operations],11111.02,"Problem-solving, Maritime regulations, Safety protocols","Technology advancements, Software development",Computer Science [Degree],Adaptability,Data Analyst,2
558,Valentia,50,Employee Relations Officer [HR],[HR],6249.33,"Leadership, Safety protocols, Technical expertise","Marine technology, Supply chain efficiency",Bachelor of Social Sciences [Degree],Emotional Intelligence,Transportation Planner,10
559,Chadwick,55,Fleet Management Officer [Operations],[Operations],10479.67,"Software development, Project management, Safety protocols","Process optimization, Sustainability",Biological Sciences and Psychology [Degree],Adaptability,Inventory Manager,4
560,Nicky,34,Vessel Traffic Services Operator [Operations],[Operations],11230.67,"Maritime regulations, Safety protocols, Communication","Engineering innovation, Marine technology",Psychology [Degree],Adaptability,Logistics Coordinator,4
561,Fletch,35,Logistics Coordinator [Operations],[Operations],6231.46,"Leadership, Problem-solving, Maritime regulations","Engineering innovation, Software development",Bachelor of Science with Honours [Degree],Negotiation Skills,Logistics Coordinator,7
562,Valeda,64,Recruitment Specialist [HR],[HR],9750.44,"Project management, Maritime regulations, Leadership","Safety improvement, Marine technology",Optometry [Diploma],Management Skills,Customs Broker,7
563,Hailey,43,Vessel Traffic Services Operator [Operations],[Operations],10519.06,"Project management, Maritime regulations, Technical expertise","Sustainability, Supply chain efficiency",Chemical Engineering [Diploma],Critical Thinking,Environmental Compliance Officer,1
564,Jodie,21,Marine Operations Officer [Operations],[Operations],8902.77,"Software development, Safety protocols, Leadership","Technology advancements, Process optimization",Philosophy [Degree],Leadership Skills,Environmental Compliance Officer,19
565,Alexandrina,38,Maritime Safety Officer [Operations],[Operations],2841.62,"Leadership, Safety protocols, Communication","Software development, Safety improvement",Aeronautical Engineering [Diploma],Management Skills,Marine Operations Officer,15
566,Sarita,63,Harbour Master [Operations],[Operations],6544.44,"Safety protocols, Project management, Maritime regulations","Supply chain efficiency, Engineering innovation",Law (Cum Laude and above) [Degree],Management Skills,Inventory Manager,15
567,Eilis,65,Port Planner [Operations],[Operations],9560.15,"Communication, Project management, Software development","Safety improvement, Supply chain efficiency",Information Systems [Degree],Critical Thinking,Marine Operations Officer,3
568,Fredelia,49,Vessel Traffic Services Operator [Operations],[Operations],2197.18,"Communication, Software development, Safety protocols","Safety improvement, Process optimization",Bachelor of Engineering with Honours in Aircraft Systems Engineering [Degree],Critical Thinking,Project Manager,13
569,Brana,56,Recruitment Specialist [HR],[HR],11389.82,"Project management, Software development, Safety protocols","Safety improvement, Process optimization",Bachelor of Engineering with Honours in Marine Engineering [Degree],Leadership Skills,Business Analyst,8
570,Darwin,24,Maritime Systems Analyst [IT],[IT],2935.25,"Software development, Safety protocols, Technical expertise","Marine technology, Process optimization",Double Degree in Business and Computer Engineering/Computing [Degree],Financial Literacy,Business Analyst,5
571,Jermayne,37,Vessel Traffic Services Operator [Operations],[Operations],5558.81,"Problem-solving, Technical expertise, Safety protocols","Technology advancements, Process optimization",Bachelor in Science (Physiotherapy) [Degree],Financial Literacy,Maritime Engineer,1
572,Clemente,41,Logistics Coordinator [Operations],[Operations],11841.64,"Project management, Safety protocols, Maritime regulations","Engineering innovation, Technology advancements",Bachelor of Science in Chemical Engineering [Degree],Critical Thinking,Operations Manager,11
573,Juanita,62,Vessel Traffic Services Operator [Operations],[Operations],11486.26,"Communication, Maritime regulations, Project management","Supply chain efficiency, Sustainability",Bachelor of Science (Pharmaceutical Science) (Hons) [Degree],Financial Literacy,Procurement Specialist,20
574,Yvette,51,Logistics Coordinator [Operations],[Operations],3634.07,"Technical expertise, Maritime regulations, Communication","Safety improvement, Software development",Bachelor of Science (Hons) [Degree],Emotional Intelligence,Business Analyst,16
575,Wrennie,19,Shipping and Receiving Clerk [Operations],[Operations],6476.44,"Technical expertise, Safety protocols, Leadership","Software development, Safety improvement",Linguistics and Multilingual Studies [Degree],Negotiation Skills,Environmental Compliance Officer,3
576,Tess,46,Fleet Management Officer [Operations],[Operations],6115.19,"Project management, Safety protocols, Technical expertise","Marine technology, Process optimization",Common Engineering Programme [Diploma],Emotional Intelligence,Procurement Specialist,16
577,Emlyn,49,Financial Analyst [Finance],[Finance],9666.79,"Maritime regulations, Communication, Problem-solving","Supply chain efficiency, Process optimization",Business Management (Cum Laude and above) [Degree],Critical Thinking,Transportation Planner,4
578,Haze,24,Compliance Officer [Admin],[Admin],2378.15,"Software development, Technical expertise, Problem-solving","Sustainability, Marine technology",Accountancy [Diploma],Interpersonal Skills,Operations Manager,4
579,Arch,26,Budget Officer [Finance],[Finance],8673.45,"Safety protocols, Project management, Software development","Process optimization, Technology advancements",Cybersecurity & Digital Forensics [Diploma],Interpersonal Skills,Transportation Planner,14
580,Storm,46,Maritime Safety Officer [Operations],[Operations],8243.81,"Technical expertise, Software development, Communication","Sustainability, Supply chain efficiency",Maritime Studies [Degree],Financial Literacy,Safety Officer,20
581,Karlis,50,Compliance Officer [Admin],[Admin],10140.27,"Project management, Technical expertise, Communication","Software development, Technology advancements",Bachelor of Arts with Honours in Criminology and Security [Degree],Leadership Skills,Quality Assurance Specialist,6
582,Saba,60,Vessel Traffic Services Operator [Operations],[Operations],9193.01,"Technical expertise, Project management, Software development","Process optimization, Software development",Economics [Degree],Negotiation Skills,Project Manager,11
583,Germain,56,Logistics Coordinator [Operations],[Operations],5132.07,"Project management, Technical expertise, Communication","Technology advancements, Engineering innovation",Bachelor of Engineering with Honours in Mechanical Engineering [Degree],Financial Literacy,Warehouse Supervisor,20
584,Katrine,36,Compliance Officer [Admin],[Admin],4553.95,"Technical expertise, Project management, Communication","Marine technology, Engineering innovation",Accountancy [Degree],Financial Literacy,Customs Broker,3
585,Amory,40,Port Planner [Operations],[Operations],9616.31,"Project management, Software development, Problem-solving","Sustainability, Software development",Bachelor of Arts [Degree],Leadership Skills,Marine Operations Officer,2
586,Katharyn,19,Compliance Officer [Admin],[Admin],10110.15,"Maritime regulations, Communication, Technical expertise","Software development, Sustainability",Marine Engineering [Diploma],Leadership Skills,Inventory Manager,10
587,Pate,59,Budget Officer [Finance],[Finance],11746.67,"Problem-solving, Safety protocols, Leadership","Marine technology, Process optimization",Sports Science and Management [Degree],Negotiation Skills,Data Analyst,16
588,Sibella,44,Budget Officer [Finance],[Finance],10570.48,"Problem-solving, Maritime regulations, Software development","Marine technology, Software development",Bachelor of Science (Radiation Therapy) [Degree],Management Skills,Freight Forwarder,14
589,Ebeneser,36,Logistics Coordinator [Operations],[Operations],3531.4,"Technical expertise, Maritime regulations, Leadership","Marine technology, Supply chain efficiency",Bachelor of Human Resource Management [Degree],Time Management,Supply Chain Analyst,1
590,Carlina,64,Port Planner [Operations],[Operations],6629.83,"Software development, Problem-solving, Leadership","Process optimization, Software development",Physics and Applied Physics [Degree],Business Presentations,Docking Pilot,6
591,Wandis,52,Fleet Management Officer [Operations],[Operations],2553.52,"Project management, Communication, Problem-solving","Marine technology, Software development",Cybersecurity & Digital Forensics [Diploma],Business Presentations,Warehouse Supervisor,20
592,Malcolm,60,Employee Relations Officer [HR],[HR],4747.16,"Project management, Communication, Problem-solving","Safety improvement, Marine technology",Arts & Design [Diploma],Leadership Skills,Supply Chain Analyst,10
593,Staford,34,Maritime Systems Analyst [IT],[IT],6599.76,"Leadership, Software development, Communication","Sustainability, Marine technology",Bachelor of Engineering (Chemical Engineering) [Degree],Business Presentations,Data Analyst,6
594,Sherlocke,18,Human Resource Development Specialist [HR],[HR],8382.07,"Safety protocols, Technical expertise, Software development","Safety improvement, Supply chain efficiency",Perfumery & Cosmetic Science [Diploma],Business Presentations,Procurement Specialist,4
595,Ingrid,33,Recruitment Specialist [HR],[HR],10653.89,"Safety protocols, Software development, Technical expertise","Process optimization, Marine technology",Materials Engineering [Degree],Leadership Skills,Supply Chain Analyst,4
596,Caesar,31,Financial Analyst [Finance],[Finance],9564.87,"Communication, Leadership, Project management","Safety improvement, Supply chain efficiency",Bachelor of Science with Honours [Degree],Adaptability,Marine Operations Officer,20
597,Celisse,32,Fleet Management Officer [Operations],[Operations],3442.88,"Maritime regulations, Technical expertise, Communication","Marine technology, Process optimization",Facilities Management [Diploma],Time Management,Safety Officer,2
598,Gradey,56,Marine Operations Officer [Operations],[Operations],6849.66,"Leadership, Maritime regulations, Safety protocols","Sustainability, Engineering innovation",Bachelor of Engineering (Engineering Systems and Design) [Degree],Business Presentations,Quality Assurance Specialist,15
599,Stephine,55,IT Infrastructure Specialist [IT],[IT],6482.29,"Technical expertise, Safety protocols, Leadership","Supply chain efficiency, Process optimization",Facilities Management [Diploma],Time Management,Supply Chain Analyst,8
600,Ashil,34,Financial Analyst [Finance],[Finance],4201.37,"Technical expertise, Software development, Safety protocols","Technology advancements, Supply chain efficiency",Bachelor of Science with Honours in Computing Science [Degree],Business Presentations,Inventory Manager,8
601,Lenore,28,Harbour Master [Operations],[Operations],4714.09,"Project management, Problem-solving, Technical expertise","Engineering innovation, Marine technology",Bachelor of Arts [Degree],Adaptability,Warehouse Supervisor,14
602,Alexio,48,Budget Officer [Finance],[Finance],2474.63,"Safety protocols, Communication, Technical expertise","Technology advancements, Supply chain efficiency",Maritime Business [Diploma],Leadership Skills,Quality Assurance Specialist,12
603,Renata,30,Fleet Management Officer [Operations],[Operations],2972.03,"Leadership, Communication, Safety protocols","Sustainability, Safety improvement",Bachelor of Science in Finance [Degree],Financial Literacy,Data Analyst,16
604,Oralle,56,Harbour Master [Operations],[Operations],11900.86,"Leadership, Communication, Project management","Sustainability, Software development",Sociology [Degree],Interpersonal Skills,Maritime Engineer,8
605,Uri,51,Logistics Coordinator [Operations],[Operations],5884.9,"Safety protocols, Project management, Software development","Process optimization, Software development",Common Business Programme [Diploma],Time Management,Transportation Planner,18
606,Heath,61,Budget Officer [Finance],[Finance],7874.43,"Communication, Problem-solving, Safety protocols","Sustainability, Engineering innovation",Bachelor of Arts in Game Design [Degree],Critical Thinking,Safety Officer,8
607,Gerrard,32,Harbour Master [Operations],[Operations],9565.31,"Leadership, Problem-solving, Project management","Technology advancements, Software development",Mechanical Engineering [Degree],Interpersonal Skills,Freight Forwarder,7
608,Jackie,35,Logistics Coordinator [Operations],[Operations],8518.56,"Software development, Maritime regulations, Safety protocols","Technology advancements, Marine technology",Bachelor of Science (Radiation Therapy) [Degree],Emotional Intelligence,Operations Manager,12
609,Dolley,47,Recruitment Specialist [HR],[HR],10440.1,"Safety protocols, Communication, Project management","Safety improvement, Marine technology",Business Administration [Diploma],Negotiation Skills,Shipping Clerk,11
610,Mikel,43,Financial Analyst [Finance],[Finance],9550.21,"Technical expertise, Problem-solving, Project management","Process optimization, Marine technology",Bachelor of Business Administration (Hons) [Degree],Critical Thinking,Warehouse Supervisor,7
611,Shermie,43,Employee Relations Officer [HR],[HR],7067.3,"Project management, Communication, Technical expertise","Engineering innovation, Marine technology",Bachelor of Accountancy with Honours [Degree],Management Skills,Freight Forwarder,12
612,Faun,21,Vessel Traffic Services Operator [Operations],[Operations],9551.61,"Maritime regulations, Problem-solving, Project management","Supply chain efficiency, Sustainability",Public Policy and Global Affairs [Degree],Leadership Skills,Docking Pilot,8
613,Vance,25,Compliance Officer [Admin],[Admin],8933.22,"Maritime regulations, Project management, Safety protocols","Technology advancements, Supply chain efficiency",Bachelor of Science (Data Science and Analytics) [Degree],Financial Literacy,Equipment Operator,4
614,Rodrick,44,Harbour Master [Operations],[Operations],5567.34,"Project management, Safety protocols, Problem-solving","Sustainability, Marine technology",Bachelor of Fine Arts in Digital Art and Animation [Degree],Financial Literacy,Customs Broker,19
615,Carline,59,Compliance Officer [Admin],[Admin],2727.15,"Problem-solving, Technical expertise, Maritime regulations","Safety improvement, Process optimization",Physics and Applied Physics [Degree],Business Presentations,Supply Chain Analyst,5
616,Carilyn,32,Shipping and Receiving Clerk [Operations],[Operations],5114.5,"Maritime regulations, Safety protocols, Project management","Software development, Sustainability",Bachelor of Business Administration (Accountancy) [Degree],Management Skills,Freight Forwarder,13
617,Der,59,Human Resource Development Specialist [HR],[HR],5830.22,"Technical expertise, Communication, Project management","Sustainability, Marine technology",Bioengineering [Degree],Leadership Skills,Docking Pilot,16
618,Tobias,28,Marine Operations Officer [Operations],[Operations],5962.7,"Safety protocols, Maritime regulations, Project management","Marine technology, Engineering innovation",Sports Science and Management [Degree],Emotional Intelligence,Marine Operations Officer,20
619,Darell,64,Budget Officer [Finance],[Finance],11963.09,"Communication, Project management, Leadership","Supply chain efficiency, Software development",Bachelor of Law [Degree],Management Skills,Procurement Specialist,17
620,Devondra,43,Port Planner [Operations],[Operations],11246.15,"Leadership, Software development, Problem-solving","Engineering innovation, Sustainability",Bachelor of Science (Diagnostic Radiography) [Degree],Business Presentations,Operations Manager,8
621,Carce,27,Data Analyst for Port Operations [IT],[IT],8691.08,"Technical expertise, Communication, Software development","Process optimization, Sustainability",Economics (Cum Laude and above) [Degree],Negotiation Skills,Freight Forwarder,9
622,Hurleigh,43,Vessel Traffic Services Operator [Operations],[Operations],7101.51,"Software development, Leadership, Maritime regulations","Sustainability, Engineering innovation",Science (with Education) [Degree],Critical Thinking,Equipment Operator,18
623,Flemming,26,Port Planner [Operations],[Operations],2052.83,"Leadership, Maritime regulations, Communication","Engineering innovation, Supply chain efficiency",Inter-Disciplinary Double Major [Degree],Critical Thinking,Transportation Planner,6
624,Maddie,64,Budget Officer [Finance],[Finance],9002.48,"Safety protocols, Maritime regulations, Leadership","Supply chain efficiency, Marine technology",Bachelor of Engineering (Biomedical Engineering) [Degree],Negotiation Skills,Inventory Manager,10
625,Christye,23,Vessel Traffic Services Operator [Operations],[Operations],8859.35,"Problem-solving, Communication, Technical expertise","Sustainability, Software development",Mechanical Engineering [Degree],Financial Literacy,Data Analyst,10
626,Imelda,37,Marine Operations Officer [Operations],[Operations],6393.36,"Technical expertise, Safety protocols, Communication","Engineering innovation, Marine technology",Perfumery & Cosmetic Science [Diploma],Leadership Skills,Operations Manager,17
627,Gianna,58,Maritime Safety Officer [Operations],[Operations],11960.97,"Software development, Technical expertise, Project management","Software development, Supply chain efficiency",Environmental Earth Systems Sciences [Degree],Negotiation Skills,Procurement Specialist,3
628,Durand,57,Marine Operations Officer [Operations],[Operations],2723.01,"Technical expertise, Maritime regulations, Safety protocols","Engineering innovation, Technology advancements",Bachelor of Business Administration in Food Business Management [Degree],Business Presentations,Docking Pilot,2
629,Rodge,61,Marine Operations Officer [Operations],[Operations],8156.1,"Technical expertise, Project management, Maritime regulations","Process optimization, Supply chain efficiency",Interior Design [Diploma],Leadership Skills,Quality Assurance Specialist,4
630,Kerianne,37,Fleet Management Officer [Operations],[Operations],9336.83,"Leadership, Communication, Problem-solving","Technology advancements, Software development",Bachelor of Business Administration (Accountancy) (Hons) [Degree],Emotional Intelligence,Freight Forwarder,16
631,Trula,52,Employee Relations Officer [HR],[HR],10640.0,"Leadership, Maritime regulations, Project management","Marine technology, Safety improvement",Sociology [Degree],Negotiation Skills,Business Analyst,15
632,Judy,40,Recruitment Specialist [HR],[HR],11374.75,"Problem-solving, Maritime regulations, Communication","Technology advancements, Engineering innovation",Bachelor of Business Administration (Accountancy) [Degree],Leadership Skills,Shipping Clerk,16
633,Virginie,38,Vessel Traffic Services Operator [Operations],[Operations],10377.32,"Technical expertise, Software development, Leadership","Marine technology, Safety improvement",Cybersecurity & Digital Forensics [Diploma],Business Presentations,Environmental Compliance Officer,4
634,Felike,27,Port Planner [Operations],[Operations],5658.84,"Project management, Communication, Leadership","Engineering innovation, Sustainability",English [Degree],Emotional Intelligence,Safety Officer,5
635,Nahum,23,Compliance Officer [Admin],[Admin],9799.89,"Technical expertise, Communication, Safety protocols","Technology advancements, Marine technology",Chinese [Degree],Management Skills,Data Analyst,13
636,Aryn,44,Human Resource Development Specialist [HR],[HR],8411.27,"Project management, Problem-solving, Maritime regulations","Process optimization, Technology advancements",Bachelor of Engineering (Engineering Systems and Design) [Degree],Adaptability,Customs Broker,18
637,Rasia,46,Maritime Systems Analyst [IT],[IT],10554.56,"Communication, Technical expertise, Safety protocols","Supply chain efficiency, Technology advancements",Bachelor of Arts (Industrial Design) [Degree],Negotiation Skills,Inventory Manager,11
638,Gabby,22,Shipping and Receiving Clerk [Operations],[Operations],8412.47,"Project management, Technical expertise, Maritime regulations","Marine technology, Supply chain efficiency",Law [Degree],Emotional Intelligence,Operations Manager,13
639,Darby,46,Shipping and Receiving Clerk [Operations],[Operations],9693.7,"Leadership, Technical expertise, Safety protocols","Marine technology, Sustainability",English [Degree],Leadership Skills,Maritime Engineer,17
640,Fidelio,55,Fleet Management Officer [Operations],[Operations],10329.33,"Communication, Project management, Software development","Engineering innovation, Sustainability",Architecture [Diploma],Emotional Intelligence,Maritime Engineer,7
641,Loreen,54,Port Planner [Operations],[Operations],5189.23,"Safety protocols, Maritime regulations, Problem-solving","Software development, Process optimization",Bachelor of Science with Honours in Nursing [Degree],Critical Thinking,Warehouse Supervisor,4
642,Michaela,22,Compliance Officer [Admin],[Admin],10104.53,"Safety protocols, Technical expertise, Communication","Supply chain efficiency, Marine technology",Applied Chemistry [Diploma],Negotiation Skills,Inventory Manager,4
643,Augie,58,Compliance Officer [Admin],[Admin],10024.04,"Leadership, Software development, Technical expertise","Process optimization, Software development",Bachelor of Science (Pharmacy) [Degree],Interpersonal Skills,Shipping Clerk,20
644,Keir,21,Budget Officer [Finance],[Finance],9799.15,"Problem-solving, Safety protocols, Project management","Sustainability, Supply chain efficiency",Bachelor of Accountancy [Degree],Financial Literacy,Quality Assurance Specialist,17
645,Lizette,19,Financial Analyst [Finance],[Finance],9041.52,"Communication, Problem-solving, Safety protocols","Marine technology, Technology advancements",Bachelor of Arts with Honours [Degree],Financial Literacy,Marine Operations Officer,1
646,Roby,30,Fleet Management Officer [Operations],[Operations],3311.75,"Project management, Safety protocols, Problem-solving","Marine technology, Safety improvement",Electrical and Electronic Engineering [Degree],Leadership Skills,Supply Chain Analyst,6
647,Margot,38,Harbour Master [Operations],[Operations],4107.04,"Project management, Software development, Problem-solving","Process optimization, Engineering innovation",Bachelor of Accountancy [Degree],Leadership Skills,Logistics Coordinator,9
648,Meghan,23,Compliance Officer [Admin],[Admin],4810.93,"Safety protocols, Technical expertise, Communication","Technology advancements, Safety improvement",Chemical Engineering [Diploma],Business Presentations,Transportation Planner,2
649,Duff,23,Port Planner [Operations],[Operations],5038.14,"Safety protocols, Technical expertise, Leadership","Engineering innovation, Supply chain efficiency",Bachelor of Science (Pharmacy) [Degree],Negotiation Skills,Inventory Manager,8
650,Claudine,37,Port Planner [Operations],[Operations],4237.95,"Communication, Leadership, Software development","Safety improvement, Marine technology",Food Science & Technology [Diploma],Financial Literacy,Transportation Planner,8
651,Libbi,29,Human Resource Development Specialist [HR],[HR],3645.46,"Problem-solving, Project management, Software development","Sustainability, Engineering innovation",Medicine [Degree],Business Presentations,Safety Officer,6
652,Gordie,42,Compliance Officer [Admin],[Admin],6263.11,"Project management, Leadership, Safety protocols","Supply chain efficiency, Safety improvement",Bachelor of Science (Nursing) [Degree],Leadership Skills,Docking Pilot,9
653,Trefor,25,Logistics Coordinator [Operations],[Operations],7757.84,"Leadership, Safety protocols, Maritime regulations","Engineering innovation, Software development",Nautical Studies [Diploma],Financial Literacy,Customs Broker,3
654,Conrad,50,Human Resource Development Specialist [HR],[HR],3079.56,"Software development, Leadership, Technical expertise","Marine technology, Engineering innovation",Sports Science and Management [Degree],Interpersonal Skills,Quality Assurance Specialist,6
655,Bayard,54,Logistics Coordinator [Operations],[Operations],6574.69,"Software development, Problem-solving, Leadership","Safety improvement, Process optimization",Bachelor of Business Administration (Accountancy) (Hons) [Degree],Adaptability,Logistics Coordinator,17
656,Rufus,61,Harbour Master [Operations],[Operations],5295.54,"Safety protocols, Software development, Maritime regulations","Process optimization, Sustainability",Bachelor of Science (Nursing) (Hons) [Degree],Emotional Intelligence,Procurement Specialist,4
657,Gustie,58,Marine Operations Officer [Operations],[Operations],7979.08,"Problem-solving, Software development, Project management","Software development, Supply chain efficiency",Bachelor of Science (Data Science and Analytics) [Degree],Interpersonal Skills,Safety Officer,3
658,Germain,24,Logistics Coordinator [Operations],[Operations],6190.58,"Safety protocols, Problem-solving, Maritime regulations","Software development, Marine technology",Bachelor of Science with Honours in Computing Science [Degree],Negotiation Skills,Business Analyst,20
659,Aurie,46,IT Infrastructure Specialist [IT],[IT],7513.29,"Software development, Problem-solving, Technical expertise","Technology advancements, Process optimization",Arts & Design [Diploma],Critical Thinking,Operations Manager,20
660,Theo,31,Maritime Safety Officer [Operations],[Operations],5556.41,"Project management, Maritime regulations, Leadership","Engineering innovation, Marine technology",Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services) [Degree],Emotional Intelligence,Data Analyst,9
661,Shirleen,53,Shipping and Receiving Clerk [Operations],[Operations],11592.7,"Maritime regulations, Communication, Project management","Sustainability, Marine technology",Law [Degree],Interpersonal Skills,Environmental Compliance Officer,20
662,Cullin,42,Marine Operations Officer [Operations],[Operations],7817.68,"Communication, Software development, Safety protocols","Safety improvement, Sustainability",Bachelor of Business Administration (Hons) [Degree],Time Management,Shipping Clerk,18
663,Gabriell,43,Fleet Management Officer [Operations],[Operations],6592.79,"Software development, Safety protocols, Maritime regulations","Supply chain efficiency, Engineering innovation",Bachelor of Science (Data Science and Analytics) [Degree],Leadership Skills,Project Manager,7
664,Jacklin,52,Harbour Master [Operations],[Operations],8994.78,"Leadership, Project management, Software development","Technology advancements, Safety improvement",Bachelor of Science (Data Science and Analytics) [Degree],Negotiation Skills,Equipment Operator,1
665,Eugenio,53,Recruitment Specialist [HR],[HR],9401.93,"Problem-solving, Maritime regulations, Software development","Marine technology, Software development",Double Degree in Engineering and Economics [Degree],Business Presentations,Project Manager,12
666,Kathy,60,Maritime Systems Analyst [IT],[IT],7855.8,"Communication, Technical expertise, Software development","Sustainability, Software development",Bachelor of Business Administration in Food Business Management [Degree],Negotiation Skills,Safety Officer,8
667,Cyril,40,Employee Relations Officer [HR],[HR],4354.24,"Problem-solving, Maritime regulations, Leadership","Engineering innovation, Software development",Bachelor of Laws [Degree],Business Presentations,Data Analyst,18
668,Hardy,52,Logistics Coordinator [Operations],[Operations],3540.52,"Software development, Project management, Leadership","Marine technology, Supply chain efficiency",Landscape Architecture [Diploma],Time Management,Project Manager,15
